,Unnamed: 0,pipeline,rank,f1,recall,precision,confusion_matrix,status,elapsed,split,dataset,signal,fp,fn,tp
17,17,prophet,18,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,346.217283,True,SMAP,G-4,2,0,1
18,18,prophet,19,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,382.750075,True,SMAP,G-3,2,0,1
19,19,prophet,20,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,403.4369,True,SMAP,E-7,2,0,1
20,20,prophet,21,0.4285714285316327,0.9999999999666668,0.2727272727247934,"(8, 0, 3)",0,349.64455,True,SMAP,P-4,8,0,3
21,21,prophet,22,0.2857142856816326,0.9999999999,0.16666666666388888,"(5, 0, 1)",0,412.510969,True,SMAP,E-6,5,0,1
22,22,prophet,23,0.2857142856653061,0.499999999975,0.19999999999600002,"(4, 1, 1)",0,403.59314700000004,True,SMAP,T-3,4,1,1
23,23,prophet,24,0.22222222219753088,0.9999999999,0.1249999999984375,"(7, 0, 1)",0,425.82790700000004,True,SMAP,G-2,7,0,1
24,24,prophet,25,0.199999999978,0.9999999999,0.11111111110987654,"(8, 0, 1)",0,338.94383700000003,True,SMAP,D-8,8,0,1
25,25,prophet,26,0.0,0.0,0.0,"(0, 1, 0)",0,322.924286,True,SMAP,A-9,0,1,0
26,26,prophet,27,0.0,0.0,0.0,"(0, 1, 0)",0,359.093854,True,SMAP,A-8,0,1,0
27,27,prophet,28,0.0,0.0,0.0,"(0, 1, 0)",0,510.243475,True,SMAP,A-7,0,1,0
28,28,prophet,29,0.0,0.0,0.0,"(0, 1, 0)",0,345.63547400000004,True,SMAP,D-11,0,1,0
29,29,prophet,30,0.0,0.0,0.0,"(0, 1, 0)",0,361.82925,True,SMAP,P-7,0,1,0
30,30,prophet,31,0.0,0.0,0.0,"(0, 1, 0)",0,392.352081,True,SMAP,G-6,0,1,0
31,31,prophet,32,0.0,0.0,0.0,"(0, 1, 0)",0,201.679751,True,SMAP,A-6,0,1,0
32,32,prophet,33,0.0,0.0,0.0,"(1, 3, 0)",0,468.23196900000005,True,SMAP,P-1,1,3,0
33,33,prophet,34,0.0,0.0,0.0,"(0, 1, 0)",0,433.649046,True,SMAP,D-5,0,1,0
34,34,prophet,35,0.0,0.0,0.0,"(0, 1, 0)",0,382.997356,True,SMAP,T-2,0,1,0
35,35,prophet,36,0.0,0.0,0.0,"(0, 3, 0)",0,477.636666,True,SMAP,E-13,0,3,0
36,36,prophet,37,0.0,0.0,0.0,"(0, 2, 0)",0,588.819553,True,SMAP,E-1,0,2,0
37,37,prophet,38,0.0,0.0,0.0,"(0, 1, 0)",0,609.0680530000001,True,SMAP,E-2,0,1,0
38,38,prophet,39,0.0,0.0,0.0,"(0, 1, 0)",0,385.17873399999996,True,SMAP,E-4,0,1,0
39,39,prophet,40,0.0,0.0,0.0,"(1, 1, 0)",0,390.397535,True,SMAP,E-5,1,1,0
40,40,prophet,41,0.0,0.0,0.0,"(0, 1, 0)",0,433.97006500000003,True,SMAP,E-8,0,1,0
41,41,prophet,42,0.0,0.0,0.0,"(0, 1, 0)",0,447.456245,True,SMAP,E-9,0,1,0
42,42,prophet,43,0.0,0.0,0.0,"(0, 2, 0)",0,436.991792,True,SMAP,E-12,0,2,0
43,43,prophet,44,0.0,0.0,0.0,"(1, 1, 0)",0,503.70985199999996,True,SMAP,D-1,1,1,0
44,44,prophet,45,0.0,0.0,0.0,"(0, 2, 0)",0,379.27925,True,SMAP,T-1,0,2,0
45,45,prophet,46,0.0,0.0,0.0,"(0, 1, 0)",0,484.03601900000007,True,SMAP,A-2,0,1,0
46,46,prophet,47,0.0,0.0,0.0,"(0, 1, 0)",0,500.48218899999995,True,SMAP,A-3,0,1,0
47,47,prophet,48,0.0,0.0,0.0,"(0, 1, 0)",0,515.256942,True,SMAP,A-4,0,1,0
48,48,prophet,49,0.0,0.0,0.0,"(0, 1, 0)",0,548.2119809999999,True,SMAP,G-1,0,1,0
49,49,prophet,50,0.0,0.0,0.0,"(0, 1, 0)",0,395.582027,True,SMAP,S-1,0,1,0
50,50,prophet,51,0.0,0.0,0.0,"(0, 1, 0)",0,376.792914,True,SMAP,D-6,0,1,0
51,51,prophet,52,0.0,0.0,0.0,"(1, 1, 0)",0,428.78485199999994,True,SMAP,F-1,1,1,0
52,52,prophet,53,0.0,0.0,0.0,"(0, 1, 0)",0,441.764312,True,SMAP,F-3,0,1,0
0,0,prophet,1,0.9999999999333332,0.9999999999833332,0.9999999999833332,"(0, 0, 6)",0,8.502019,False,YAHOOA1,real_66,0,0,6
1,1,prophet,2,0.9999999999299999,0.99999999998,0.99999999998,"(0, 0, 5)",0,8.327372,False,YAHOOA1,real_67,0,0,5
2,2,prophet,3,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,7.481011,False,YAHOOA1,real_4,0,0,3
3,3,prophet,4,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,7.0772710000000005,False,YAHOOA1,real_42,0,0,3
4,4,prophet,5,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,9.376866,False,YAHOOA1,real_2,0,0,2
5,5,prophet,6,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,6.3522680000000005,False,YAHOOA1,real_32,0,0,2
6,6,prophet,7,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,7.0815220000000005,False,YAHOOA1,real_31,0,0,2
7,7,prophet,8,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,7.452986,False,YAHOOA1,real_21,0,0,2
8,8,prophet,9,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,6.8026,False,YAHOOA1,real_1,0,0,2
9,9,prophet,10,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,7.977583999999999,False,YAHOOA1,real_33,0,0,1
10,10,prophet,11,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,9.245897,False,YAHOOA1,real_45,0,0,1
11,11,prophet,12,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,6.445551999999999,False,YAHOOA1,real_10,0,0,1
12,12,prophet,13,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,7.127522,False,YAHOOA1,real_6,0,0,1
13,13,prophet,14,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,8.243041,False,YAHOOA1,real_11,0,0,1
14,14,prophet,15,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,7.310752000000001,False,YAHOOA1,real_5,0,0,1
15,15,prophet,16,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,6.388592,False,YAHOOA1,real_25,0,0,1
16,16,prophet,17,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,6.354509999999999,False,YAHOOA1,real_48,0,0,1
17,17,prophet,18,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,8.327676,False,YAHOOA1,real_58,0,0,1
18,18,prophet,19,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,6.621817999999999,False,YAHOOA1,real_22,0,0,1
19,19,prophet,20,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,6.7647330000000006,False,YAHOOA1,real_16,0,0,1
20,20,prophet,21,0.79999999992,0.6666666666444444,0.99999999995,"(0, 1, 2)",0,8.09797,False,YAHOOA1,real_43,0,1,2
21,21,prophet,22,0.79999999992,0.6666666666444444,0.99999999995,"(0, 1, 2)",0,7.844683,False,YAHOOA1,real_41,0,1,2
22,22,prophet,23,0.79999999992,0.6666666666444444,0.99999999995,"(0, 1, 2)",0,8.018773,False,YAHOOA1,real_20,0,1,2
23,23,prophet,24,0.79999999992,0.6666666666444444,0.99999999995,"(0, 1, 2)",0,10.345391000000001,False,YAHOOA1,real_65,0,1,2
24,24,prophet,25,0.7499999999343749,0.599999999988,0.9999999999666668,"(0, 2, 3)",0,6.849607000000001,False,YAHOOA1,real_60,0,2,3
25,25,prophet,26,0.6666666666,0.4999999999875,0.99999999995,"(0, 2, 2)",0,6.366861,False,YAHOOA1,real_39,0,2,2
26,26,prophet,27,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,6.883694,False,YAHOOA1,real_36,0,1,1
27,27,prophet,28,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,4.442741000000001,False,YAHOOA1,real_54,0,1,1
28,28,prophet,29,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,7.757008,False,YAHOOA1,real_12,0,1,1
29,29,prophet,30,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,6.466735,False,YAHOOA1,real_3,0,1,1
30,30,prophet,31,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,7.301794999999999,False,YAHOOA1,real_63,1,0,1
31,31,prophet,32,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,6.808147,False,YAHOOA1,real_14,1,0,1
32,32,prophet,33,0.5882352940692042,0.4166666666631945,0.99999999998,"(0, 7, 5)",0,6.276533000000001,False,YAHOOA1,real_23,0,7,5
33,33,prophet,34,0.5714285713714286,0.39999999999200003,0.99999999995,"(0, 3, 2)",0,6586.015196,False,YAHOOA1,real_62,0,3,2
34,34,prophet,35,0.4999999999375,0.3333333333222222,0.9999999999,"(0, 2, 1)",0,7.983702,False,YAHOOA1,real_8,0,2,1
35,35,prophet,36,0.4999999999375,0.3333333333222222,0.9999999999,"(0, 2, 1)",0,6.415381,False,YAHOOA1,real_24,0,2,1
36,36,prophet,37,0.4999999999375,0.3333333333222222,0.9999999999,"(0, 2, 1)",0,7.604122,False,YAHOOA1,real_19,0,2,1
37,37,prophet,38,0.399999999952,0.24999999999375,0.9999999999,"(0, 3, 1)",0,6.582563,False,YAHOOA1,real_53,0,3,1
38,38,prophet,39,0.399999999952,0.24999999999375,0.9999999999,"(0, 3, 1)",0,8.210447,False,YAHOOA1,real_9,0,3,1
39,39,prophet,40,0.0,0.0,0.0,"(0, 1, 0)",0,6.453782,False,YAHOOA1,real_50,0,1,0
40,40,prophet,41,0.0,0.0,0.0,"(0, 2, 0)",0,7.196028999999999,False,YAHOOA1,real_40,0,2,0
41,41,prophet,42,0.0,0.0,0.0,"(0, 3, 0)",0,6.647454,False,YAHOOA1,real_46,0,3,0
42,42,prophet,43,0.0,0.0,0.0,"(0, 5, 0)",0,6.204057,False,YAHOOA1,real_47,0,5,0
43,43,prophet,44,0.0,0.0,0.0,"(0, 3, 0)",0,6.5722119999999995,False,YAHOOA1,real_44,0,3,0
44,44,prophet,45,0.0,0.0,0.0,"(0, 2, 0)",0,7.978038000000001,False,YAHOOA1,real_37,0,2,0
45,45,prophet,46,0.0,0.0,0.0,"(1, 4, 0)",0,6.33228,False,YAHOOA1,real_52,1,4,0
46,46,prophet,47,0.0,0.0,0.0,"(0, 3, 0)",0,6.963017,False,YAHOOA1,real_57,0,3,0
47,47,prophet,48,0.0,0.0,0.0,"(1, 4, 0)",0,6.233501,False,YAHOOA1,real_56,1,4,0
48,48,prophet,49,0.0,0.0,0.0,"(0, 3, 0)",0,6.299701,False,YAHOOA1,real_51,0,3,0
49,49,prophet,50,0.0,0.0,0.0,"(1, 4, 0)",0,6.539114,False,YAHOOA1,real_55,1,4,0
50,50,prophet,51,0.0,0.0,0.0,"(1, 0, 0)",0,10.749456,False,YAHOOA1,real_59,1,0,0
51,51,prophet,52,0.0,0.0,0.0,"(0, 4, 0)",0,6.226334,False,YAHOOA1,real_34,0,4,0
52,52,prophet,53,0.0,0.0,0.0,"(0, 0, 0)",0,7.123914999999999,False,YAHOOA1,real_35,0,0,0
53,53,prophet,54,0.0,0.0,0.0,"(0, 2, 0)",0,6.605389999999999,False,YAHOOA1,real_30,0,2,0
54,54,prophet,55,0.0,0.0,0.0,"(0, 1, 0)",0,7.277941,False,YAHOOA1,real_18,0,1,0
55,55,prophet,56,0.0,0.0,0.0,"(1, 2, 0)",0,6.4346559999999995,False,YAHOOA1,real_27,1,2,0
56,56,prophet,57,0.0,0.0,0.0,"(0, 3, 0)",0,8.308802,False,YAHOOA1,real_17,0,3,0
57,57,prophet,58,0.0,0.0,0.0,"(0, 3, 0)",0,7.7075190000000005,False,YAHOOA1,real_15,0,3,0
58,58,prophet,59,0.0,0.0,0.0,"(1, 5, 0)",0,6.329705000000001,False,YAHOOA1,real_29,1,5,0
59,59,prophet,60,0.0,0.0,0.0,"(0, 4, 0)",0,6.3504,False,YAHOOA1,real_28,0,4,0
60,60,prophet,61,0.0,0.0,0.0,"(1, 3, 0)",0,6.621206,False,YAHOOA1,real_38,1,3,0
61,61,prophet,62,0.0,0.0,0.0,"(0, 3, 0)",0,6.995048,False,YAHOOA1,real_7,0,3,0
62,62,prophet,63,0.0,0.0,0.0,"(0, 3, 0)",0,6.354324,False,YAHOOA1,real_13,0,3,0
63,63,prophet,64,0.0,0.0,0.0,"(1, 2, 0)",0,6.3147519999999995,False,YAHOOA1,real_61,1,2,0
64,64,prophet,65,0.0,0.0,0.0,"(0, 1, 0)",0,7.294484,False,YAHOOA1,real_49,0,1,0
65,65,prophet,66,0.0,0.0,0.0,"(0, 0, 0)",0,7.776845,False,YAHOOA1,real_64,0,0,0
66,66,prophet,67,0.0,0.0,0.0,"(0, 5, 0)",0,6.2957279999999995,False,YAHOOA1,real_26,0,5,0
0,0,prophet,1,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,12.014899,False,YAHOOA2,synthetic_95,0,0,3
1,1,prophet,2,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,12.718461999999999,False,YAHOOA2,synthetic_83,0,0,3
2,2,prophet,3,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,12.112436,False,YAHOOA2,synthetic_89,0,0,3
3,3,prophet,4,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.925328,False,YAHOOA2,synthetic_41,0,0,3
4,4,prophet,5,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,12.829373,False,YAHOOA2,synthetic_74,0,0,3
5,5,prophet,6,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,15.099767000000002,False,YAHOOA2,synthetic_56,0,0,3
6,6,prophet,7,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.438303999999999,False,YAHOOA2,synthetic_29,0,0,3
7,7,prophet,8,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.264000000000001,False,YAHOOA2,synthetic_71,0,0,3
8,8,prophet,9,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.779388,False,YAHOOA2,synthetic_65,0,0,3
9,9,prophet,10,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,11.743960000000001,False,YAHOOA2,synthetic_59,0,0,3
10,10,prophet,11,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,15.560580999999999,False,YAHOOA2,synthetic_26,0,0,3
11,11,prophet,12,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.823834,False,YAHOOA2,synthetic_8,0,0,3
12,12,prophet,13,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,11.778528,False,YAHOOA2,synthetic_23,0,0,3
13,13,prophet,14,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,13.661307999999998,False,YAHOOA2,synthetic_20,0,0,3
14,14,prophet,15,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,11.868777,False,YAHOOA2,synthetic_35,0,0,3
15,15,prophet,16,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,8.930455,False,YAHOOA2,synthetic_98,0,0,3
16,16,prophet,17,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,13.280709,False,YAHOOA2,synthetic_14,0,0,3
17,17,prophet,18,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,13.511126,False,YAHOOA2,synthetic_62,0,0,3
18,18,prophet,19,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,14.098879,False,YAHOOA2,synthetic_17,0,0,3
19,19,prophet,20,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.330459,False,YAHOOA2,synthetic_92,0,0,3
20,20,prophet,21,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.910728,False,YAHOOA2,synthetic_53,0,0,3
21,21,prophet,22,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,12.087873,False,YAHOOA2,synthetic_77,0,0,3
22,22,prophet,23,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,10.687232,False,YAHOOA2,synthetic_50,0,0,3
23,23,prophet,24,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,11.597627000000001,False,YAHOOA2,synthetic_44,0,0,3
24,24,prophet,25,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,18.259772,False,YAHOOA2,synthetic_47,0,0,3
25,25,prophet,26,0.9999999999166668,0.9999999999666668,0.9999999999666668,"(0, 0, 3)",0,11.320329,False,YAHOOA2,synthetic_86,0,0,3
26,26,prophet,27,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,10.743299,False,YAHOOA2,synthetic_64,0,0,2
27,27,prophet,28,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,13.215219,False,YAHOOA2,synthetic_37,0,0,2
28,28,prophet,29,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,9.736711,False,YAHOOA2,synthetic_91,0,0,2
29,29,prophet,30,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,10.898035,False,YAHOOA2,synthetic_70,0,0,2
30,30,prophet,31,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,11.351774,False,YAHOOA2,synthetic_34,0,0,2
31,31,prophet,32,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,10.876265,False,YAHOOA2,synthetic_67,0,0,2
32,32,prophet,33,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,11.927716,False,YAHOOA2,synthetic_7,0,0,2
33,33,prophet,34,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,12.1235,False,YAHOOA2,synthetic_73,0,0,2
34,34,prophet,35,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,11.193183,False,YAHOOA2,synthetic_52,0,0,2
35,35,prophet,36,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,10.875433000000001,False,YAHOOA2,synthetic_13,0,0,2
36,36,prophet,37,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,12.413139,False,YAHOOA2,synthetic_28,0,0,2
37,37,prophet,38,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,12.948189,False,YAHOOA2,synthetic_46,0,0,2
38,38,prophet,39,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,11.092918,False,YAHOOA2,synthetic_1,0,0,2
39,39,prophet,40,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,14.134834,False,YAHOOA2,synthetic_58,0,0,2
40,40,prophet,41,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,12.751211,False,YAHOOA2,synthetic_97,0,0,2
41,41,prophet,42,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,12.638633,False,YAHOOA2,synthetic_88,0,0,2
42,42,prophet,43,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,12.862202,False,YAHOOA2,synthetic_43,0,0,2
43,43,prophet,44,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,11.858348,False,YAHOOA2,synthetic_76,0,0,2
44,44,prophet,45,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,9.520565,False,YAHOOA2,synthetic_55,0,0,2
45,45,prophet,46,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,15.678581,False,YAHOOA2,synthetic_31,0,0,2
46,46,prophet,47,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,13.938507000000001,False,YAHOOA2,synthetic_25,0,0,2
