,Unnamed: 0,pipeline,rank,f1,recall,precision,confusion_matrix,status,elapsed,split,dataset,signal,fp,fn,tp
44,44,deepar,45,0.5555555555049383,0.4166666666631945,0.8333333333194445,"(1, 7, 5)",0,209.753671,False,YAHOOA1,real_23,1,7,5
45,45,deepar,46,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,270.45464599999997,False,YAHOOA1,real_48,2,0,1
46,46,deepar,47,0.4999999999375,0.3333333333222222,0.9999999999,"(0, 2, 1)",0,207.557298,False,YAHOOA1,real_24,0,2,1
47,47,deepar,48,0.4999999999375,0.3333333333222222,0.9999999999,"(0, 2, 1)",0,205.751688,False,YAHOOA1,real_19,0,2,1
48,48,deepar,49,0.499999999925,0.499999999975,0.499999999975,"(1, 1, 1)",0,210.766964,False,YAHOOA1,real_27,1,1,1
49,49,deepar,50,0.399999999952,0.24999999999375,0.9999999999,"(0, 3, 1)",0,209.351443,False,YAHOOA1,real_53,0,3,1
50,50,deepar,51,0.39999999993600005,0.3333333333222222,0.499999999975,"(1, 2, 1)",0,261.852537,False,YAHOOA1,real_7,1,2,1
51,51,deepar,52,0.39999999993600005,0.3333333333222222,0.499999999975,"(1, 2, 1)",0,205.543419,False,YAHOOA1,real_44,1,2,1
52,52,deepar,53,0.3333333332944444,0.9999999999,0.19999999999600002,"(4, 0, 1)",0,204.287871,False,YAHOOA1,real_18,4,0,1
53,53,deepar,54,0.3333333332944444,0.9999999999,0.19999999999600002,"(4, 0, 1)",0,255.573404,False,YAHOOA1,real_49,4,0,1
54,54,deepar,55,0.3333333332777777,0.24999999999375,0.499999999975,"(1, 3, 1)",0,209.586972,False,YAHOOA1,real_34,1,3,1
55,55,deepar,56,0.0,0.0,0.0,"(1, 4, 0)",0,209.028447,False,YAHOOA1,real_55,1,4,0
56,56,deepar,57,0.0,0.0,0.0,"(2, 2, 0)",0,205.133609,False,YAHOOA1,real_40,2,2,0
57,57,deepar,58,0.0,0.0,0.0,"(1, 4, 0)",0,207.52448700000002,False,YAHOOA1,real_56,1,4,0
58,58,deepar,59,0.0,0.0,0.0,"(1, 0, 0)",0,303.84231,False,YAHOOA1,real_59,1,0,0
59,59,deepar,60,0.0,0.0,0.0,"(1, 3, 0)",0,204.810502,False,YAHOOA1,real_46,1,3,0
60,60,deepar,61,0.0,0.0,0.0,"(1, 4, 0)",0,209.033504,False,YAHOOA1,real_52,1,4,0
61,61,deepar,62,0.0,0.0,0.0,"(1, 0, 0)",0,206.04318999999998,False,YAHOOA1,real_35,1,0,0
62,62,deepar,63,0.0,0.0,0.0,"(1, 5, 0)",0,205.31882099999999,False,YAHOOA1,real_29,1,5,0
63,63,deepar,64,0.0,0.0,0.0,"(1, 4, 0)",0,269.000924,False,YAHOOA1,real_28,1,4,0
64,64,deepar,65,0.0,0.0,0.0,"(1, 3, 0)",0,261.72233,False,YAHOOA1,real_38,1,3,0
65,65,deepar,66,0.0,0.0,0.0,"(1, 0, 0)",0,280.16518199999996,False,YAHOOA1,real_64,1,0,0
66,66,deepar,67,0.0,0.0,0.0,"(0, 5, 0)",0,203.74322,False,YAHOOA1,real_26,0,5,0
0,0,deepar,1,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,398.704343,True,SMAP,F-2,0,0,1
1,1,deepar,2,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,475.82602099999997,True,SMAP,E-2,0,0,1
2,2,deepar,3,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,321.790732,True,SMAP,A-8,0,0,1
3,3,deepar,4,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,368.283499,True,SMAP,D-9,0,0,1
4,4,deepar,5,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,297.788032,True,SMAP,D-12,0,0,1
5,5,deepar,6,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,401.86040099999997,True,SMAP,G-6,0,0,1
6,6,deepar,7,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,493.02863499999995,True,SMAP,A-3,0,0,1
7,7,deepar,8,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,1126.215583,True,SMAP,D-4,0,0,1
8,8,deepar,9,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,570.323459,True,SMAP,P-3,0,0,1
9,9,deepar,10,0.79999999992,0.99999999995,0.6666666666444444,"(1, 0, 2)",0,399.861597,True,SMAP,T-3,1,0,2
10,10,deepar,11,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,612.255337,True,SMAP,D-1,1,0,1
11,11,deepar,12,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,434.258099,True,SMAP,D-8,1,0,1
12,12,deepar,13,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,440.291559,True,SMAP,D-7,1,0,1
13,13,deepar,14,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,471.72318099999995,True,SMAP,S-1,1,0,1
14,14,deepar,15,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,374.753735,True,SMAP,R-1,1,0,1
15,15,deepar,16,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,498.50618399999996,True,SMAP,D-2,1,0,1
16,16,deepar,17,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,595.78068,True,SMAP,D-3,1,0,1
17,17,deepar,18,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,498.64302699999996,True,SMAP,E-8,1,0,1
18,18,deepar,19,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,504.638523,True,SMAP,E-7,1,0,1
19,19,deepar,20,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,333.342758,True,SMAP,D-13,1,0,1
20,20,deepar,21,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,519.399587,True,SMAP,E-11,0,1,1
21,21,deepar,22,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,495.838239,True,SMAP,E-10,0,1,1
22,22,deepar,23,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,257.781622,True,SMAP,A-5,1,0,1
23,23,deepar,24,0.599999999946,0.9999999999666668,0.4285714285653061,"(4, 0, 3)",0,375.27045400000003,True,SMAP,G-7,4,0,3
24,24,deepar,25,0.599999999946,0.9999999999666668,0.4285714285653061,"(4, 0, 3)",0,448.79326,True,SMAP,P-4,4,0,3
25,25,deepar,26,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,513.7617650000001,True,SMAP,E-6,2,0,1
26,26,deepar,27,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,446.39924,True,SMAP,G-2,2,0,1
27,27,deepar,28,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,374.842266,True,SMAP,B-1,2,0,1
28,28,deepar,29,0.399999999952,0.9999999999,0.24999999999375,"(3, 0, 1)",0,373.98054,True,SMAP,G-4,3,0,1
29,29,deepar,30,0.399999999952,0.9999999999,0.24999999999375,"(3, 0, 1)",0,579.168973,True,SMAP,A-1,3,0,1
30,30,deepar,31,0.399999999952,0.9999999999,0.24999999999375,"(3, 0, 1)",0,458.002267,True,SMAP,D-6,3,0,1
31,31,deepar,32,0.3333333332944444,0.9999999999,0.19999999999600002,"(4, 0, 1)",0,460.49064599999997,True,SMAP,G-3,4,0,1
32,32,deepar,33,0.3333333332944444,0.9999999999,0.19999999999600002,"(4, 0, 1)",0,499.16025999999994,True,SMAP,E-9,4,0,1
33,33,deepar,34,0.0,0.0,0.0,"(0, 1, 0)",0,392.204173,True,SMAP,P-7,0,1,0
34,34,deepar,35,0.0,0.0,0.0,"(0, 1, 0)",0,403.379034,True,SMAP,A-7,0,1,0
35,35,deepar,36,0.0,0.0,0.0,"(0, 1, 0)",0,252.183678,True,SMAP,A-6,0,1,0
36,36,deepar,37,0.0,0.0,0.0,"(2, 1, 0)",0,322.023683,True,SMAP,A-9,2,1,0
37,37,deepar,38,0.0,0.0,0.0,"(0, 1, 0)",0,370.187995,True,SMAP,D-11,0,1,0
38,38,deepar,39,0.0,0.0,0.0,"(0, 3, 0)",0,513.483454,True,SMAP,P-1,0,3,0
39,39,deepar,40,0.0,0.0,0.0,"(0, 1, 0)",0,443.85410999999993,True,SMAP,D-5,0,1,0
40,40,deepar,41,0.0,0.0,0.0,"(2, 1, 0)",0,485.457262,True,SMAP,T-2,2,1,0
41,41,deepar,42,0.0,0.0,0.0,"(0, 2, 0)",0,474.8853,True,SMAP,T-1,0,2,0
42,42,deepar,43,0.0,0.0,0.0,"(1, 1, 0)",0,482.77954900000003,True,SMAP,F-1,1,1,0
43,43,deepar,44,0.0,0.0,0.0,"(0, 1, 0)",0,469.50082599999996,True,SMAP,G-1,0,1,0
44,44,deepar,45,0.0,0.0,0.0,"(0, 1, 0)",0,454.30706200000003,True,SMAP,A-4,0,1,0
45,45,deepar,46,0.0,0.0,0.0,"(0, 1, 0)",0,479.456995,True,SMAP,A-2,0,1,0
46,46,deepar,47,0.0,0.0,0.0,"(1, 3, 0)",0,582.19064,True,SMAP,E-13,1,3,0
47,47,deepar,48,0.0,0.0,0.0,"(0, 2, 0)",0,553.416077,True,SMAP,E-12,0,2,0
48,48,deepar,49,0.0,0.0,0.0,"(0, 1, 0)",0,488.592941,True,SMAP,E-5,0,1,0
49,49,deepar,50,0.0,0.0,0.0,"(1, 1, 0)",0,471.852067,True,SMAP,E-4,1,1,0
50,50,deepar,51,0.0,0.0,0.0,"(1, 1, 0)",0,495.07494,True,SMAP,E-3,1,1,0
51,51,deepar,52,0.0,0.0,0.0,"(0, 2, 0)",0,493.19835,True,SMAP,E-1,0,2,0
52,52,deepar,53,0.0,0.0,0.0,"(1, 1, 0)",0,393.538123,True,SMAP,F-3,1,1,0
0,0,deepar,1,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,242.64304900000002,False,realAWSCloudwatch,iio_us-east-1_i-a2eb1cd9_NetworkIn,0,0,2
1,1,deepar,2,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,325.965153,False,realAWSCloudwatch,ec2_network_in_257a54,0,0,1
2,2,deepar,3,0.79999999992,0.99999999995,0.6666666666444444,"(1, 0, 2)",0,280.04801000000003,False,realAWSCloudwatch,rds_cpu_utilization_e47b3b,1,0,2
3,3,deepar,4,0.79999999992,0.6666666666444444,0.99999999995,"(0, 1, 2)",0,299.815346,False,realAWSCloudwatch,ec2_cpu_utilization_fe7f93,0,1,2
4,4,deepar,5,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,1161.247216,False,realAWSCloudwatch,ec2_network_in_5abac7,0,1,1
5,5,deepar,6,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,317.944961,False,realAWSCloudwatch,ec2_cpu_utilization_825cc2,1,0,1
6,6,deepar,7,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,469.659603,False,realAWSCloudwatch,ec2_cpu_utilization_ac20cd,1,0,1
7,7,deepar,8,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,293.228873,False,realAWSCloudwatch,elb_request_count_8c0756,0,1,1
8,8,deepar,9,0.5714285713714286,0.99999999995,0.39999999999200003,"(3, 0, 2)",0,326.392912,False,realAWSCloudwatch,ec2_cpu_utilization_53ea38,3,0,2
9,9,deepar,10,0.4999999999375,0.3333333333222222,0.9999999999,"(0, 2, 1)",0,360.804484,False,realAWSCloudwatch,grok_asg_anomaly,0,2,1
10,10,deepar,11,0.4999999999375,0.9999999999,0.3333333333222222,"(2, 0, 1)",0,385.320912,False,realAWSCloudwatch,ec2_disk_write_bytes_1ef3de,2,0,1
11,11,deepar,12,0.499999999925,0.499999999975,0.499999999975,"(1, 1, 1)",0,278.985291,False,realAWSCloudwatch,rds_cpu_utilization_cc0c53,1,1,1
12,12,deepar,13,0.499999999925,0.499999999975,0.499999999975,"(1, 1, 1)",0,309.879429,False,realAWSCloudwatch,ec2_cpu_utilization_5f5533,1,1,1
13,13,deepar,14,0.249999999975,0.99999999995,0.14285714285612244,"(12, 0, 2)",0,339.702888,False,realAWSCloudwatch,ec2_cpu_utilization_24ae8d,12,0,2
14,14,deepar,15,0.0,0.0,0.0,"(1, 3, 0)",0,243.55807599999997,False,realAWSCloudwatch,ec2_disk_write_bytes_c0d644,1,3,0
15,15,deepar,16,0.0,0.0,0.0,"(14, 0, 0)",0,345.667938,False,realAWSCloudwatch,ec2_cpu_utilization_c6585a,14,0,0
16,16,deepar,17,0.0,0.0,0.0,"(0, 1, 0)",0,353.271008,False,realAWSCloudwatch,ec2_cpu_utilization_77c1ca,0,1,0
0,0,deepar,1,0.9999999999375001,0.9999999999875,0.9999999999875,"(0, 0, 8)",0,272.028998,False,YAHOOA4,A4Benchmark-TS34,0,0,8
1,1,deepar,2,0.9999999999357144,0.9999999999857144,0.9999999999857144,"(0, 0, 7)",0,211.87011099999998,False,YAHOOA4,A4Benchmark-TS63,0,0,7
2,2,deepar,3,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,174.039415,False,YAHOOA4,A4Benchmark-TS96,0,0,2
3,3,deepar,4,0.9411764705273356,0.8888888888790123,0.9999999999875,"(0, 1, 8)",0,216.679029,False,YAHOOA4,A4Benchmark-TS89,0,1,8
4,4,deepar,5,0.9333333332711112,0.9999999999857144,0.8749999999890625,"(1, 0, 7)",0,174.885527,False,YAHOOA4,A4Benchmark-TS45,1,0,7
5,5,deepar,6,0.9230769230130176,0.9999999999833332,0.8571428571306122,"(1, 0, 6)",0,179.74246599999998,False,YAHOOA4,A4Benchmark-TS4,1,0,6
6,6,deepar,7,0.9090909090247934,0.99999999998,0.8333333333194445,"(1, 0, 5)",0,186.729276,False,YAHOOA4,A4Benchmark-TS30,1,0,5
7,7,deepar,8,0.9090909090247934,0.99999999998,0.8333333333194445,"(1, 0, 5)",0,218.322152,False,YAHOOA4,A4Benchmark-TS73,1,0,5
8,8,deepar,9,0.9090909090247934,0.99999999998,0.8333333333194445,"(1, 0, 5)",0,185.00536699999998,False,YAHOOA4,A4Benchmark-TS2,1,0,5
9,9,deepar,10,0.8888888888197529,0.999999999975,0.7999999999840001,"(1, 0, 4)",0,181.464003,False,YAHOOA4,A4Benchmark-TS23,1,0,4
